Barcode	Origi	Set
human4_lib3.final_cell_0584	beta	Donor4
human4_lib3.final_cell_0585	beta	Donor4
human4_lib3.final_cell_0586	alpha	Donor4
human4_lib3.final_cell_0587	ductal	Donor4
human4_lib3.final_cell_0588	alpha	Donor4
human4_lib3.final_cell_0589	alpha	Donor4
human4_lib3.final_cell_0590	activated_stellate	Donor4
human4_lib3.final_cell_0591	gamma	Donor4
human4_lib3.final_cell_0592	beta	Donor4
human4_lib3.final_cell_0593	beta	Donor4
human4_lib3.final_cell_0594	ductal	Donor4
human4_lib3.final_cell_0596	alpha	Donor4
human4_lib3.final_cell_0597	beta	Donor4
human4_lib3.final_cell_0598	alpha	Donor4
human4_lib3.final_cell_0599	delta	Donor4
human4_lib3.final_cell_0600	activated_stellate	Donor4
human4_lib3.final_cell_0601	beta	Donor4
human4_lib3.final_cell_0602	ductal	Donor4
human4_lib3.final_cell_0603	alpha	Donor4
human4_lib3.final_cell_0604	endothelial	Donor4
human4_lib3.final_cell_0605	beta	Donor4
human4_lib3.final_cell_0606	beta	Donor4
human4_lib3.final_cell_0608	alpha	Donor4
human4_lib3.final_cell_0609	beta	Donor4
human4_lib3.final_cell_0610	beta	Donor4
human4_lib3.final_cell_0612	beta	Donor4
human4_lib3.final_cell_0613	ductal	Donor4
human4_lib3.final_cell_0614	alpha	Donor4
human4_lib3.final_cell_0615	alpha	Donor4
human4_lib3.final_cell_0616	alpha	Donor4
human4_lib3.final_cell_0617	gamma	Donor4
human4_lib3.final_cell_0618	beta	Donor4
human4_lib3.final_cell_0619	beta	Donor4
human4_lib3.final_cell_0620	alpha	Donor4
human4_lib3.final_cell_0621	beta	Donor4
human4_lib3.final_cell_0622	gamma	Donor4
human4_lib3.final_cell_0623	beta	Donor4
human4_lib3.final_cell_0624	beta	Donor4
human4_lib3.final_cell_0625	beta	Donor4
human4_lib3.final_cell_0626	beta	Donor4
human4_lib3.final_cell_0627	beta	Donor4
human4_lib3.final_cell_0628	ductal	Donor4
human4_lib3.final_cell_0629	alpha	Donor4
human4_lib3.final_cell_0630	beta	Donor4
human4_lib3.final_cell_0631	beta	Donor4
human4_lib3.final_cell_0632	beta	Donor4
human4_lib3.final_cell_0633	beta	Donor4
human4_lib3.final_cell_0634	beta	Donor4
human4_lib3.final_cell_0635	alpha	Donor4
human4_lib3.final_cell_0636	beta	Donor4
human4_lib3.final_cell_0637	gamma	Donor4
human4_lib3.final_cell_0638	beta	Donor4
human4_lib3.final_cell_0640	alpha	Donor4
human4_lib3.final_cell_0641	alpha	Donor4
human4_lib3.final_cell_0642	ductal	Donor4
human4_lib3.final_cell_0643	gamma	Donor4
human4_lib3.final_cell_0644	activated_stellate	Donor4
human4_lib3.final_cell_0645	alpha	Donor4
human4_lib3.final_cell_0646	alpha	Donor4
human4_lib3.final_cell_0647	alpha	Donor4
human4_lib3.final_cell_0648	alpha	Donor4
human4_lib3.final_cell_0649	alpha	Donor4
human4_lib3.final_cell_0650	ductal	Donor4
human4_lib3.final_cell_0651	beta	Donor4
human4_lib3.final_cell_0652	alpha	Donor4
human4_lib3.final_cell_0653	beta	Donor4
human4_lib3.final_cell_0654	activated_stellate	Donor4
human4_lib3.final_cell_0655	delta	Donor4
human4_lib3.final_cell_0656	ductal	Donor4
human4_lib3.final_cell_0657	beta	Donor4
human4_lib3.final_cell_0658	alpha	Donor4
human4_lib3.final_cell_0659	gamma	Donor4
human4_lib3.final_cell_0660	alpha	Donor4
human4_lib3.final_cell_0661	beta	Donor4
human4_lib3.final_cell_0662	mast	Donor4
human4_lib3.final_cell_0663	beta	Donor4
human4_lib3.final_cell_0664	ductal	Donor4
human4_lib3.final_cell_0665	beta	Donor4
human4_lib3.final_cell_0666	ductal	Donor4
human4_lib3.final_cell_0667	beta	Donor4
human4_lib3.final_cell_0668	beta	Donor4
human4_lib3.final_cell_0669	beta	Donor4
human4_lib3.final_cell_0670	schwann	Donor4
human4_lib3.final_cell_0671	alpha	Donor4
human4_lib3.final_cell_0672	ductal	Donor4
human4_lib3.final_cell_0673	beta	Donor4
human4_lib3.final_cell_0674	beta	Donor4
human4_lib3.final_cell_0675	beta	Donor4
human4_lib3.final_cell_0676	ductal	Donor4
human4_lib3.final_cell_0678	beta	Donor4
human4_lib3.final_cell_0679	ductal	Donor4
human4_lib3.final_cell_0680	delta	Donor4
human4_lib3.final_cell_0681	alpha	Donor4
human4_lib3.final_cell_0682	alpha	Donor4
human4_lib3.final_cell_0683	quiescent_stellate	Donor4
human4_lib3.final_cell_0684	beta	Donor4
human4_lib3.final_cell_0685	beta	Donor4
human4_lib3.final_cell_0686	activated_stellate	Donor4
human4_lib3.final_cell_0687	beta	Donor4
human4_lib3.final_cell_0688	beta	Donor4
human4_lib3.final_cell_0689	alpha	Donor4
human4_lib3.final_cell_0690	beta	Donor4
human4_lib3.final_cell_0691	beta	Donor4
human4_lib3.final_cell_0692	beta	Donor4
human4_lib3.final_cell_0693	beta	Donor4
human4_lib3.final_cell_0694	alpha	Donor4
human4_lib3.final_cell_0695	beta	Donor4
human4_lib3.final_cell_0696	beta	Donor4
human4_lib3.final_cell_0697	activated_stellate	Donor4
human4_lib3.final_cell_0698	alpha	Donor4
human4_lib3.final_cell_0699	beta	Donor4
human4_lib3.final_cell_0700	beta	Donor4
mouse1_lib1.final_cell_0001	beta	Mouse1
mouse1_lib1.final_cell_0002	ductal	Mouse1
mouse1_lib1.final_cell_0004	schwann	Mouse1
mouse1_lib1.final_cell_0006	beta	Mouse1
mouse1_lib1.final_cell_0007	beta	Mouse1
mouse1_lib1.final_cell_0008	beta	Mouse1
mouse1_lib1.final_cell_0009	beta	Mouse1
mouse1_lib1.final_cell_0010	ductal	Mouse1
mouse1_lib1.final_cell_0011	ductal	Mouse1
mouse1_lib1.final_cell_0012	beta	Mouse1
mouse1_lib1.final_cell_0013	beta	Mouse1
mouse1_lib1.final_cell_0016	ductal	Mouse1
mouse1_lib1.final_cell_0018	quiescent_stellate	Mouse1
mouse1_lib1.final_cell_0019	ductal	Mouse1
mouse1_lib1.final_cell_0020	ductal	Mouse1
mouse1_lib1.final_cell_0022	beta	Mouse1
mouse1_lib1.final_cell_0025	quiescent_stellate	Mouse1
mouse1_lib1.final_cell_0026	endothelial	Mouse1
mouse1_lib1.final_cell_0027	ductal	Mouse1
mouse1_lib1.final_cell_0028	ductal	Mouse1
mouse1_lib1.final_cell_0030	ductal	Mouse1
mouse1_lib1.final_cell_0031	ductal	Mouse1
mouse1_lib1.final_cell_0032	ductal	Mouse1
mouse1_lib1.final_cell_0033	gamma	Mouse1
mouse1_lib1.final_cell_0034	beta	Mouse1
mouse1_lib1.final_cell_0035	beta	Mouse1
mouse1_lib1.final_cell_0036	ductal	Mouse1
mouse1_lib1.final_cell_0037	ductal	Mouse1
mouse1_lib1.final_cell_0038	ductal	Mouse1
mouse1_lib1.final_cell_0042	ductal	Mouse1
mouse1_lib1.final_cell_0044	endothelial	Mouse1
mouse1_lib1.final_cell_0046	beta	Mouse1
mouse1_lib1.final_cell_0048	ductal	Mouse1
mouse1_lib1.final_cell_0049	beta	Mouse1
mouse1_lib1.final_cell_0050	ductal	Mouse1
mouse1_lib1.final_cell_0051	gamma	Mouse1
mouse1_lib1.final_cell_0052	beta	Mouse1
mouse1_lib1.final_cell_0053	ductal	Mouse1
mouse1_lib1.final_cell_0054	ductal	Mouse1
mouse1_lib1.final_cell_0055	ductal	Mouse1
mouse1_lib1.final_cell_0056	beta	Mouse1
mouse1_lib1.final_cell_0057	ductal	Mouse1
mouse1_lib1.final_cell_0058	endothelial	Mouse1
mouse1_lib1.final_cell_0059	ductal	Mouse1
mouse1_lib1.final_cell_0060	beta	Mouse1
mouse1_lib1.final_cell_0062	ductal	Mouse1
mouse1_lib1.final_cell_0063	ductal	Mouse1
mouse1_lib1.final_cell_0064	endothelial	Mouse1
mouse1_lib1.final_cell_0065	beta	Mouse1
mouse1_lib1.final_cell_0066	beta	Mouse1
mouse1_lib1.final_cell_0067	ductal	Mouse1
mouse1_lib1.final_cell_0068	beta	Mouse1
mouse1_lib1.final_cell_0069	endothelial	Mouse1
mouse1_lib1.final_cell_0070	ductal	Mouse1
mouse1_lib1.final_cell_0073	endothelial	Mouse1
mouse1_lib1.final_cell_0074	beta	Mouse1
mouse1_lib1.final_cell_0075	beta	Mouse1
mouse1_lib1.final_cell_0076	ductal	Mouse1
mouse1_lib1.final_cell_0077	beta	Mouse1
mouse1_lib1.final_cell_0078	ductal	Mouse1
mouse1_lib1.final_cell_0079	quiescent_stellate	Mouse1
mouse1_lib1.final_cell_0080	beta	Mouse1
mouse1_lib1.final_cell_0081	ductal	Mouse1
mouse1_lib1.final_cell_0082	ductal	Mouse1
mouse1_lib1.final_cell_0085	ductal	Mouse1
mouse1_lib1.final_cell_0087	ductal	Mouse1
mouse1_lib1.final_cell_0088	ductal	Mouse1
mouse1_lib1.final_cell_0089	beta	Mouse1
mouse1_lib1.final_cell_0090	ductal	Mouse1
mouse1_lib1.final_cell_0092	endothelial	Mouse1
mouse1_lib1.final_cell_0093	beta	Mouse1
mouse1_lib1.final_cell_0095	ductal	Mouse1
mouse1_lib1.final_cell_0097	beta	Mouse1
mouse1_lib1.final_cell_0098	ductal	Mouse1
mouse1_lib1.final_cell_0099	ductal	Mouse1
mouse1_lib1.final_cell_0100	endothelial	Mouse1
mouse1_lib1.final_cell_0101	beta	Mouse1
mouse1_lib1.final_cell_0102	endothelial	Mouse1
mouse1_lib1.final_cell_0103	beta	Mouse1
mouse1_lib1.final_cell_0104	ductal	Mouse1
mouse1_lib1.final_cell_0105	quiescent_stellate	Mouse1
mouse1_lib1.final_cell_0106	beta	Mouse1
mouse1_lib1.final_cell_0107	quiescent_stellate	Mouse1
mouse1_lib1.final_cell_0108	beta	Mouse1
mouse1_lib1.final_cell_0109	beta	Mouse1
mouse1_lib1.final_cell_0110	quiescent_stellate	Mouse1
mouse1_lib1.final_cell_0112	macrophage	Mouse1
mouse1_lib1.final_cell_0114	beta	Mouse1
mouse1_lib1.final_cell_0115	endothelial	Mouse1
mouse1_lib1.final_cell_0116	macrophage	Mouse1
mouse1_lib1.final_cell_0117	beta	Mouse1
mouse1_lib1.final_cell_0118	beta	Mouse1
mouse1_lib1.final_cell_0119	beta	Mouse1
mouse1_lib1.final_cell_0120	endothelial	Mouse1
mouse1_lib1.final_cell_0124	macrophage	Mouse1
mouse1_lib1.final_cell_0125	beta	Mouse1
mouse1_lib1.final_cell_0126	quiescent_stellate	Mouse1
mouse1_lib1.final_cell_0127	ductal	Mouse1
mouse1_lib1.final_cell_0128	beta	Mouse1
mouse1_lib1.final_cell_0129	beta	Mouse1
mouse1_lib1.final_cell_0130	beta	Mouse1
mouse1_lib1.final_cell_0131	beta	Mouse1
mouse1_lib1.final_cell_0132	beta	Mouse1
mouse1_lib1.final_cell_0133	ductal	Mouse1
mouse1_lib1.final_cell_0135	ductal	Mouse1
mouse1_lib1.final_cell_0138	beta	Mouse1
mouse1_lib1.final_cell_0140	ductal	Mouse1
mouse1_lib1.final_cell_0141	beta	Mouse1
mouse1_lib1.final_cell_0142	beta	Mouse1
mouse1_lib1.final_cell_0143	beta	Mouse1
mouse1_lib1.final_cell_0145	endothelial	Mouse1
mouse1_lib1.final_cell_0147	beta	Mouse1
mouse1_lib1.final_cell_0148	beta	Mouse1
mouse1_lib1.final_cell_0149	beta	Mouse1
mouse1_lib1.final_cell_0150	beta	Mouse1
mouse1_lib1.final_cell_0151	ductal	Mouse1
mouse1_lib1.final_cell_0153	ductal	Mouse1
mouse1_lib1.final_cell_0154	beta	Mouse1
mouse1_lib1.final_cell_0155	ductal	Mouse1
mouse1_lib1.final_cell_0157	endothelial	Mouse1
mouse1_lib1.final_cell_0158	beta	Mouse1
mouse1_lib1.final_cell_0159	ductal	Mouse1
mouse1_lib1.final_cell_0160	macrophage	Mouse1
mouse1_lib1.final_cell_0162	immune_other	Mouse1
mouse1_lib1.final_cell_0163	beta	Mouse1
mouse1_lib1.final_cell_0164	beta	Mouse1
mouse1_lib1.final_cell_0165	ductal	Mouse1
mouse1_lib1.final_cell_0167	gamma	Mouse1
mouse1_lib1.final_cell_0168	beta	Mouse1
mouse1_lib1.final_cell_0169	beta	Mouse1
mouse1_lib1.final_cell_0170	beta	Mouse1
mouse1_lib1.final_cell_0171	beta	Mouse1
mouse1_lib1.final_cell_0174	beta	Mouse1
mouse1_lib1.final_cell_0175	ductal	Mouse1
mouse1_lib1.final_cell_0176	ductal	Mouse1
mouse1_lib1.final_cell_0177	beta	Mouse1
mouse1_lib1.final_cell_0178	ductal	Mouse1
mouse1_lib1.final_cell_0179	beta	Mouse1
mouse1_lib1.final_cell_0180	beta	Mouse1
mouse1_lib1.final_cell_0181	beta	Mouse1
mouse1_lib1.final_cell_0182	endothelial	Mouse1
mouse1_lib1.final_cell_0183	ductal	Mouse1
mouse1_lib1.final_cell_0184	ductal	Mouse1
mouse1_lib1.final_cell_0185	ductal	Mouse1
mouse1_lib1.final_cell_0186	beta	Mouse1
mouse1_lib1.final_cell_0187	endothelial	Mouse1
mouse1_lib1.final_cell_0188	endothelial	Mouse1
mouse1_lib1.final_cell_0189	gamma	Mouse1
mouse1_lib1.final_cell_0190	beta	Mouse1
mouse1_lib1.final_cell_0192	ductal	Mouse1
mouse1_lib1.final_cell_0193	ductal	Mouse1
mouse1_lib1.final_cell_0194	ductal	Mouse1
mouse1_lib1.final_cell_0195	quiescent_stellate	Mouse1
mouse1_lib1.final_cell_0196	beta	Mouse1
mouse1_lib1.final_cell_0197	beta	Mouse1
mouse1_lib1.final_cell_0198	beta	Mouse1
mouse1_lib1.final_cell_0199	beta	Mouse1
mouse1_lib1.final_cell_0200	ductal	Mouse1
mouse1_lib1.final_cell_0201	ductal	Mouse1
mouse1_lib1.final_cell_0202	ductal	Mouse1
mouse1_lib1.final_cell_0203	endothelial	Mouse1
mouse1_lib1.final_cell_0204	endothelial	Mouse1
mouse1_lib1.final_cell_0206	beta	Mouse1
mouse1_lib1.final_cell_0207	quiescent_stellate	Mouse1
mouse1_lib1.final_cell_0208	endothelial	Mouse1
mouse1_lib1.final_cell_0209	beta	Mouse1
mouse1_lib1.final_cell_0211	beta	Mouse1
mouse1_lib1.final_cell_0213	beta	Mouse1
mouse1_lib1.final_cell_0214	beta	Mouse1
mouse1_lib1.final_cell_0215	ductal	Mouse1
mouse1_lib1.final_cell_0216	beta	Mouse1
mouse1_lib1.final_cell_0219	beta	Mouse1
mouse1_lib1.final_cell_0221	ductal	Mouse1
mouse1_lib1.final_cell_0222	activated_stellate	Mouse1
mouse1_lib1.final_cell_0223	beta	Mouse1
mouse1_lib1.final_cell_0224	beta	Mouse1
mouse1_lib1.final_cell_0227	ductal	Mouse1
mouse1_lib1.final_cell_0228	gamma	Mouse1
mouse1_lib1.final_cell_0230	beta	Mouse1
mouse1_lib1.final_cell_0231	gamma	Mouse1
mouse1_lib1.final_cell_0232	ductal	Mouse1
mouse1_lib1.final_cell_0233	endothelial	Mouse1
mouse1_lib1.final_cell_0234	quiescent_stellate	Mouse1
mouse1_lib1.final_cell_0235	endothelial	Mouse1
mouse1_lib1.final_cell_0236	ductal	Mouse1
mouse1_lib1.final_cell_0237	quiescent_stellate	Mouse1
mouse1_lib1.final_cell_0238	ductal	Mouse1
mouse1_lib1.final_cell_0240	beta	Mouse1
mouse1_lib1.final_cell_0243	beta	Mouse1
mouse1_lib1.final_cell_0244	ductal	Mouse1
mouse1_lib1.final_cell_0247	beta	Mouse1
mouse1_lib1.final_cell_0248	beta	Mouse1
mouse1_lib1.final_cell_0249	ductal	Mouse1
mouse1_lib1.final_cell_0250	ductal	Mouse1
mouse1_lib1.final_cell_0251	endothelial	Mouse1
mouse1_lib1.final_cell_0253	quiescent_stellate	Mouse1
mouse1_lib1.final_cell_0255	ductal	Mouse1
mouse1_lib1.final_cell_0256	ductal	Mouse1
mouse1_lib1.final_cell_0257	beta	Mouse1
mouse1_lib1.final_cell_0258	ductal	Mouse1
mouse1_lib1.final_cell_0259	beta	Mouse1
mouse1_lib1.final_cell_0260	ductal	Mouse1
mouse1_lib1.final_cell_0261	ductal	Mouse1
mouse1_lib1.final_cell_0262	ductal	Mouse1
mouse1_lib1.final_cell_0263	B_cell	Mouse1
mouse1_lib1.final_cell_0264	ductal	Mouse1
mouse1_lib1.final_cell_0265	T_cell	Mouse1
mouse1_lib1.final_cell_0266	ductal	Mouse1
mouse1_lib1.final_cell_0267	ductal	Mouse1
mouse1_lib1.final_cell_0268	beta	Mouse1
mouse1_lib1.final_cell_0269	ductal	Mouse1
mouse1_lib1.final_cell_0271	ductal	Mouse1
mouse1_lib1.final_cell_0272	ductal	Mouse1
mouse1_lib1.final_cell_0273	ductal	Mouse1
mouse1_lib1.final_cell_0274	ductal	Mouse1
mouse1_lib1.final_cell_0275	endothelial	Mouse1
mouse1_lib1.final_cell_0276	endothelial	Mouse1
mouse1_lib1.final_cell_0277	ductal	Mouse1
mouse1_lib2.final_cell_0001	beta	Mouse1
mouse1_lib2.final_cell_0002	schwann	Mouse1
mouse1_lib2.final_cell_0006	beta	Mouse1
mouse1_lib2.final_cell_0007	ductal	Mouse1
mouse1_lib2.final_cell_0008	beta	Mouse1
mouse1_lib2.final_cell_0010	schwann	Mouse1
mouse1_lib2.final_cell_0011	ductal	Mouse1
mouse1_lib2.final_cell_0012	ductal	Mouse1
mouse1_lib2.final_cell_0013	ductal	Mouse1
mouse1_lib2.final_cell_0014	quiescent_stellate	Mouse1
mouse1_lib2.final_cell_0015	beta	Mouse1
mouse1_lib2.final_cell_0016	ductal	Mouse1
mouse1_lib2.final_cell_0017	ductal	Mouse1
mouse1_lib2.final_cell_0018	endothelial	Mouse1
mouse1_lib2.final_cell_0019	beta	Mouse1
mouse1_lib2.final_cell_0020	ductal	Mouse1
mouse1_lib2.final_cell_0021	ductal	Mouse1
mouse1_lib2.final_cell_0022	ductal	Mouse1
mouse1_lib2.final_cell_0023	ductal	Mouse1
mouse1_lib2.final_cell_0024	ductal	Mouse1
mouse1_lib2.final_cell_0025	beta	Mouse1
mouse1_lib2.final_cell_0026	ductal	Mouse1
mouse1_lib2.final_cell_0027	ductal	Mouse1
mouse1_lib2.final_cell_0028	ductal	Mouse1
mouse1_lib2.final_cell_0029	ductal	Mouse1
mouse1_lib2.final_cell_0030	ductal	Mouse1
mouse1_lib2.final_cell_0031	endothelial	Mouse1
mouse1_lib2.final_cell_0034	beta	Mouse1
mouse1_lib2.final_cell_0035	endothelial	Mouse1
mouse1_lib2.final_cell_0036	ductal	Mouse1
mouse1_lib2.final_cell_0040	ductal	Mouse1
mouse1_lib2.final_cell_0042	beta	Mouse1
mouse1_lib2.final_cell_0043	ductal	Mouse1
mouse1_lib2.final_cell_0044	beta	Mouse1
mouse1_lib2.final_cell_0045	ductal	Mouse1
mouse1_lib2.final_cell_0046	endothelial	Mouse1
mouse1_lib2.final_cell_0047	ductal	Mouse1
mouse1_lib2.final_cell_0048	endothelial	Mouse1
mouse1_lib2.final_cell_0049	beta	Mouse1
mouse1_lib2.final_cell_0050	endothelial	Mouse1
mouse1_lib2.final_cell_0051	ductal	Mouse1
mouse1_lib2.final_cell_0052	ductal	Mouse1
mouse1_lib2.final_cell_0053	beta	Mouse1
mouse1_lib2.final_cell_0054	ductal	Mouse1
mouse1_lib2.final_cell_0055	endothelial	Mouse1
mouse1_lib2.final_cell_0056	endothelial	Mouse1
mouse1_lib2.final_cell_0057	immune_other	Mouse1
mouse1_lib2.final_cell_0058	beta	Mouse1
mouse1_lib2.final_cell_0059	ductal	Mouse1
mouse1_lib2.final_cell_0060	beta	Mouse1
mouse1_lib2.final_cell_0061	beta	Mouse1
mouse1_lib2.final_cell_0062	beta	Mouse1
mouse1_lib2.final_cell_0063	beta	Mouse1
mouse1_lib2.final_cell_0065	beta	Mouse1
mouse1_lib2.final_cell_0066	ductal	Mouse1
mouse1_lib2.final_cell_0067	beta	Mouse1
mouse1_lib2.final_cell_0068	ductal	Mouse1
mouse1_lib2.final_cell_0069	endothelial	Mouse1
mouse1_lib2.final_cell_0071	ductal	Mouse1
mouse1_lib2.final_cell_0072	ductal	Mouse1
mouse1_lib2.final_cell_0073	beta	Mouse1
mouse1_lib2.final_cell_0074	beta	Mouse1
mouse1_lib2.final_cell_0075	beta	Mouse1
mouse1_lib2.final_cell_0077	ductal	Mouse1
mouse1_lib2.final_cell_0078	endothelial	Mouse1
mouse1_lib2.final_cell_0079	macrophage	Mouse1
mouse1_lib2.final_cell_0080	beta	Mouse1
mouse1_lib2.final_cell_0081	ductal	Mouse1
mouse1_lib2.final_cell_0082	beta	Mouse1
mouse1_lib2.final_cell_0083	ductal	Mouse1
mouse1_lib2.final_cell_0084	beta	Mouse1
mouse1_lib2.final_cell_0085	beta	Mouse1
mouse1_lib2.final_cell_0087	beta	Mouse1
mouse1_lib2.final_cell_0088	macrophage	Mouse1
mouse1_lib2.final_cell_0089	beta	Mouse1
mouse1_lib2.final_cell_0091	beta	Mouse1
mouse1_lib2.final_cell_0092	beta	Mouse1
mouse1_lib2.final_cell_0093	quiescent_stellate	Mouse1
mouse1_lib2.final_cell_0094	beta	Mouse1
mouse1_lib2.final_cell_0095	endothelial	Mouse1
mouse1_lib2.final_cell_0097	beta	Mouse1
mouse1_lib2.final_cell_0099	macrophage	Mouse1
mouse1_lib2.final_cell_0100	ductal	Mouse1
mouse1_lib2.final_cell_0101	beta	Mouse1
mouse1_lib2.final_cell_0102	endothelial	Mouse1
mouse1_lib2.final_cell_0103	beta	Mouse1
mouse1_lib2.final_cell_0104	beta	Mouse1
mouse1_lib2.final_cell_0106	macrophage	Mouse1
mouse1_lib2.final_cell_0107	ductal	Mouse1
mouse1_lib2.final_cell_0109	beta	Mouse1
mouse1_lib2.final_cell_0110	ductal	Mouse1
mouse1_lib2.final_cell_0111	beta	Mouse1
mouse1_lib2.final_cell_0114	quiescent_stellate	Mouse1
mouse1_lib2.final_cell_0115	beta	Mouse1
mouse1_lib2.final_cell_0116	beta	Mouse1
mouse1_lib2.final_cell_0117	ductal	Mouse1
mouse1_lib2.final_cell_0118	beta	Mouse1
mouse1_lib2.final_cell_0119	endothelial	Mouse1
mouse1_lib2.final_cell_0122	beta	Mouse1
mouse1_lib2.final_cell_0124	endothelial	Mouse1
mouse1_lib2.final_cell_0125	beta	Mouse1
mouse1_lib2.final_cell_0126	beta	Mouse1
mouse1_lib2.final_cell_0127	ductal	Mouse1
mouse1_lib2.final_cell_0128	gamma	Mouse1
mouse1_lib2.final_cell_0129	gamma	Mouse1
mouse1_lib2.final_cell_0130	ductal	Mouse1
mouse1_lib2.final_cell_0131	beta	Mouse1
mouse1_lib2.final_cell_0132	endothelial	Mouse1
mouse1_lib2.final_cell_0133	beta	Mouse1
mouse1_lib2.final_cell_0134	beta	Mouse1
mouse1_lib2.final_cell_0136	ductal	Mouse1
mouse1_lib2.final_cell_0137	beta	Mouse1
mouse1_lib2.final_cell_0139	endothelial	Mouse1
mouse1_lib2.final_cell_0140	gamma	Mouse1
mouse1_lib2.final_cell_0141	ductal	Mouse1
mouse1_lib2.final_cell_0142	macrophage	Mouse1
mouse1_lib2.final_cell_0143	quiescent_stellate	Mouse1
mouse1_lib2.final_cell_0144	ductal	Mouse1
mouse1_lib2.final_cell_0145	beta	Mouse1
mouse1_lib2.final_cell_0146	beta	Mouse1
mouse1_lib2.final_cell_0149	beta	Mouse1
mouse1_lib2.final_cell_0151	ductal	Mouse1
mouse1_lib2.final_cell_0152	beta	Mouse1
mouse1_lib2.final_cell_0153	ductal	Mouse1
mouse1_lib2.final_cell_0156	beta	Mouse1
mouse1_lib2.final_cell_0157	beta	Mouse1
mouse1_lib2.final_cell_0158	endothelial	Mouse1
mouse1_lib2.final_cell_0159	beta	Mouse1
mouse1_lib2.final_cell_0161	beta	Mouse1
mouse1_lib2.final_cell_0163	beta	Mouse1
mouse1_lib2.final_cell_0165	ductal	Mouse1
mouse1_lib2.final_cell_0166	beta	Mouse1
mouse1_lib2.final_cell_0167	quiescent_stellate	Mouse1
mouse1_lib2.final_cell_0168	ductal	Mouse1
mouse1_lib2.final_cell_0170	endothelial	Mouse1
mouse1_lib2.final_cell_0171	ductal	Mouse1
mouse1_lib2.final_cell_0172	beta	Mouse1
mouse1_lib2.final_cell_0173	beta	Mouse1
mouse1_lib2.final_cell_0174	beta	Mouse1
mouse1_lib2.final_cell_0175	beta	Mouse1
mouse1_lib2.final_cell_0176	beta	Mouse1
mouse1_lib2.final_cell_0177	beta	Mouse1
mouse1_lib2.final_cell_0178	beta	Mouse1
mouse1_lib2.final_cell_0179	endothelial	Mouse1
mouse1_lib2.final_cell_0180	beta	Mouse1
mouse1_lib2.final_cell_0181	ductal	Mouse1
mouse1_lib2.final_cell_0183	endothelial	Mouse1
mouse1_lib2.final_cell_0184	beta	Mouse1
mouse1_lib2.final_cell_0185	beta	Mouse1
mouse1_lib2.final_cell_0186	macrophage	Mouse1
mouse1_lib2.final_cell_0187	beta	Mouse1
mouse1_lib2.final_cell_0189	beta	Mouse1
mouse1_lib2.final_cell_0190	beta	Mouse1
mouse1_lib2.final_cell_0191	beta	Mouse1
mouse1_lib2.final_cell_0192	beta	Mouse1
mouse1_lib2.final_cell_0193	beta	Mouse1
mouse1_lib2.final_cell_0194	ductal	Mouse1
mouse1_lib2.final_cell_0195	beta	Mouse1
mouse1_lib2.final_cell_0196	beta	Mouse1
mouse1_lib2.final_cell_0197	beta	Mouse1
mouse1_lib2.final_cell_0198	gamma	Mouse1
mouse1_lib2.final_cell_0199	beta	Mouse1
mouse1_lib2.final_cell_0200	endothelial	Mouse1
mouse1_lib2.final_cell_0201	macrophage	Mouse1
mouse1_lib2.final_cell_0202	endothelial	Mouse1
mouse1_lib2.final_cell_0203	beta	Mouse1
mouse1_lib2.final_cell_0204	beta	Mouse1
mouse1_lib2.final_cell_0205	ductal	Mouse1
mouse1_lib2.final_cell_0206	endothelial	Mouse1
mouse1_lib2.final_cell_0207	beta	Mouse1
mouse1_lib2.final_cell_0212	quiescent_stellate	Mouse1
mouse1_lib2.final_cell_0214	beta	Mouse1
mouse1_lib2.final_cell_0216	beta	Mouse1
mouse1_lib2.final_cell_0217	quiescent_stellate	Mouse1
mouse1_lib2.final_cell_0219	ductal	Mouse1
mouse1_lib2.final_cell_0220	ductal	Mouse1
mouse1_lib2.final_cell_0222	beta	Mouse1
mouse1_lib2.final_cell_0223	endothelial	Mouse1
mouse1_lib2.final_cell_0224	beta	Mouse1
mouse1_lib2.final_cell_0225	beta	Mouse1
mouse1_lib2.final_cell_0227	quiescent_stellate	Mouse1
mouse1_lib2.final_cell_0228	gamma	Mouse1
mouse1_lib2.final_cell_0232	beta	Mouse1
mouse1_lib2.final_cell_0233	ductal	Mouse1
mouse1_lib2.final_cell_0234	ductal	Mouse1
mouse1_lib2.final_cell_0235	beta	Mouse1
mouse1_lib2.final_cell_0236	beta	Mouse1
mouse1_lib2.final_cell_0239	endothelial	Mouse1
mouse1_lib2.final_cell_0242	beta	Mouse1
mouse1_lib2.final_cell_0245	quiescent_stellate	Mouse1
mouse1_lib2.final_cell_0246	beta	Mouse1
mouse1_lib2.final_cell_0247	gamma	Mouse1
mouse1_lib2.final_cell_0248	endothelial	Mouse1
mouse1_lib2.final_cell_0250	ductal	Mouse1
mouse1_lib2.final_cell_0251	ductal	Mouse1
mouse1_lib2.final_cell_0254	beta	Mouse1
mouse1_lib2.final_cell_0256	beta	Mouse1
mouse1_lib2.final_cell_0257	ductal	Mouse1
mouse1_lib2.final_cell_0258	endothelial	Mouse1
mouse1_lib2.final_cell_0259	endothelial	Mouse1
mouse1_lib2.final_cell_0260	ductal	Mouse1
