Barcode	Set	Platform	Type
E-MTAB-5061_HP1507101_K1	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_K2	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_O2	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_E3	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_G3	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_A3	E-MTAB-5061	Smart-Seq2	delta
E-MTAB-5061_HP1507101_O1	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_C9	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1507101_M12	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_O23	E-MTAB-5061	Smart-Seq2	delta
E-MTAB-5061_HP1507101_L22	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1507101_L15	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_L11	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_A16	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_L24	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1507101_M16	E-MTAB-5061	Smart-Seq2	EC
E-MTAB-5061_HP1507101_K12	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1507101_O20	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_E13	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_I10	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_A14	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_K6	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_F19	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_A17	E-MTAB-5061	Smart-Seq2	acinar
E-MTAB-5061_HP1507101_G6	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_H7	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_M24	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_I15	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_O5	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_A22	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_B17	E-MTAB-5061	Smart-Seq2	delta
E-MTAB-5061_HP1507101_L5	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_A20	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_O6	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_G4	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_C16	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_K19	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_G17	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_N5	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1507101_F17	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_K23	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1507101_N22	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_H24	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1507101_F11	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1507101_F20	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_N24	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_N15	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_E24	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_C24	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_P19	E-MTAB-5061	Smart-Seq2	delta
E-MTAB-5061_HP1507101_C7	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1507101_O10	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_K10	E-MTAB-5061	Smart-Seq2	MC
E-MTAB-5061_HP1507101_J14	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_E6	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_G22	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_D19	E-MTAB-5061	Smart-Seq2	PP
E-MTAB-5061_HP1507101_I23	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_C18	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_K8	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_A12	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1507101_G19	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_K5	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_B8	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1507101_N17	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1507101_O18	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_K4	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_F3	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_L23	E-MTAB-5061	Smart-Seq2	delta
E-MTAB-5061_HP1507101_D7	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_P18	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_K3	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_C20	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_L10	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_J19	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1507101_G23	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_J1	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_O24	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_A6	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1507101_M6	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_L19	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_A5	E-MTAB-5061	Smart-Seq2	delta
E-MTAB-5061_HP1507101_G21	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1507101_F18	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_K22	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_K17	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_D16	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_G20	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_G13	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_N20	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_K21	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_A10	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_P23	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_H21	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_E21	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_K15	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1507101_C11	E-MTAB-5061	Smart-Seq2	MC
E-MTAB-5061_HP1507101_E19	E-MTAB-5061	Smart-Seq2	acinar
E-MTAB-5061_HP1507101_E14	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1507101_A13	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1507101_C17	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_I19	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_H18	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_H2	E-MTAB-5061	Smart-Seq2	delta
E-MTAB-5061_HP1507101_M8	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1507101_C19	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_J21	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_G11	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_M22	E-MTAB-5061	Smart-Seq2	PP
E-MTAB-5061_HP1507101_B12	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_E15	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1507101_L17	E-MTAB-5061	Smart-Seq2	acinar
E-MTAB-5061_HP1507101_B10	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_N2	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_F5	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_O7	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_O14	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1507101_D23	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1507101_C6	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_K13	E-MTAB-5061	Smart-Seq2	MC
E-MTAB-5061_HP1507101_E9	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_D11	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_C15	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1507101_A7	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_A8	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_L9	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_F23	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1507101_B11	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_G9	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_P20	E-MTAB-5061	Smart-Seq2	EC
E-MTAB-5061_HP1507101_K24	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_N10	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1507101_A19	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_E16	E-MTAB-5061	Smart-Seq2	delta
E-MTAB-5061_HP1507101_F21	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_G15	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1507101_E23	E-MTAB-5061	Smart-Seq2	MC
E-MTAB-5061_HP1507101_P8	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_G3	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_G2	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_E3	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_O1	E-MTAB-5061	Smart-Seq2	delta
E-MTAB-5061_HP1509101_I19	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_D5	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_J22	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_K19	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_J16	E-MTAB-5061	Smart-Seq2	delta
E-MTAB-5061_HP1509101_G19	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_P4	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_B8	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_M14	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_L20	E-MTAB-5061	Smart-Seq2	MC
E-MTAB-5061_HP1509101_J12	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_K15	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_F8	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_A7	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_H1	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_L17	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_L6	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_B9	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_H19	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_L13	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_E23	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1509101_P11	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_M18	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_K6	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_J11	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_G14	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_I5	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_K22	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_H17	E-MTAB-5061	Smart-Seq2	EC
E-MTAB-5061_HP1509101_F13	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_D15	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_H7	E-MTAB-5061	Smart-Seq2	delta
E-MTAB-5061_HP1509101_O7	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_N7	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_K12	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_F18	E-MTAB-5061	Smart-Seq2	acinar
E-MTAB-5061_HP1509101_A4	E-MTAB-5061	Smart-Seq2	delta
E-MTAB-5061_HP1509101_D7	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_P14	E-MTAB-5061	Smart-Seq2	EC
E-MTAB-5061_HP1509101_F1	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_E14	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_C11	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_N15	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_G22	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_D22	E-MTAB-5061	Smart-Seq2	delta
E-MTAB-5061_HP1509101_I11	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1509101_M16	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_I10	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_P6	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_P23	E-MTAB-5061	Smart-Seq2	MC
E-MTAB-5061_HP1509101_G18	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_M12	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_L3	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_J9	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_I22	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_N16	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_G4	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_P20	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_P22	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_C23	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1509101_L9	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_K13	E-MTAB-5061	Smart-Seq2	delta
E-MTAB-5061_HP1509101_G15	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_L10	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_J14	E-MTAB-5061	Smart-Seq2	MC
E-MTAB-5061_HP1509101_G9	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1509101_C22	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_E19	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_O23	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_A11	E-MTAB-5061	Smart-Seq2	PP
E-MTAB-5061_HP1509101_E24	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_B11	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_O8	E-MTAB-5061	Smart-Seq2	PP
E-MTAB-5061_HP1509101_K21	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_I3	E-MTAB-5061	Smart-Seq2	PP
E-MTAB-5061_HP1509101_G20	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_J18	E-MTAB-5061	Smart-Seq2	delta
E-MTAB-5061_HP1509101_G10	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_N1	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_H14	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_O13	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_D9	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_J23	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_H9	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_O20	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_P10	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_N11	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_L16	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_N21	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1509101_K5	E-MTAB-5061	Smart-Seq2	EC
E-MTAB-5061_HP1509101_I4	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_I8	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_O10	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1509101_F4	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_K7	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_K16	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_N5	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_K24	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_B13	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1509101_A14	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_G8	E-MTAB-5061	Smart-Seq2	PP
E-MTAB-5061_HP1509101_O18	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1509101_A10	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_J5	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_N23	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1509101_K20	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_B23	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_I16	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_A8	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_C21	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_K17	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_O19	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_P5	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_N6	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_N19	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_N10	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_L21	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_O24	E-MTAB-5061	Smart-Seq2	delta
E-MTAB-5061_HP1509101_N22	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_A5	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_L14	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1509101_C6	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_O11	E-MTAB-5061	Smart-Seq2	delta
E-MTAB-5061_HP1509101_H15	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_I18	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_A20	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_M24	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_G16	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_F7	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_H5	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1509101_M8	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_I13	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_J6	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_K8	E-MTAB-5061	Smart-Seq2	PP
E-MTAB-5061_HP1509101_G12	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1509101_E10	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_E9	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_C19	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_A17	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_P15	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1509101_C24	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_G17	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_D21	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_K23	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1509101_I6	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1509101_L23	E-MTAB-5061	Smart-Seq2	delta
E-MTAB-5061_HP1509101_K18	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1504901_M20	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_I7	E-MTAB-5061	Smart-Seq2	delta
E-MTAB-5061_HP1504901_L10	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_L2	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_G23	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_J11	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_J2	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_J16	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_M16	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_C5	E-MTAB-5061	Smart-Seq2	delta
E-MTAB-5061_HP1504901_O23	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_K1	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_L7	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_J13	E-MTAB-5061	Smart-Seq2	ductal
E-MTAB-5061_HP1504901_P4	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_M6	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_M7	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_H24	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_O2	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_O22	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_P23	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_L24	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_L23	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_O13	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_G14	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_D10	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_L19	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_J21	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_J14	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_P15	E-MTAB-5061	Smart-Seq2	delta
E-MTAB-5061_HP1504901_G22	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_D11	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_D8	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1504901_C22	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1526901T2D_A18	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1525301T2D_N22	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1525301T2D_M23	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1525301T2D_J22	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1525301T2D_D18	E-MTAB-5061	Smart-Seq2	MC
E-MTAB-5061_HP1526901T2D_D15	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1525301T2D_P7	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1526901T2D_F14	E-MTAB-5061	Smart-Seq2	alpha
E-MTAB-5061_HP1525301T2D_E21	E-MTAB-5061	Smart-Seq2	acinar
E-MTAB-5061_HP1526901T2D_F4	E-MTAB-5061	Smart-Seq2	beta
E-MTAB-5061_HP1525301T2D_G14	E-MTAB-5061	Smart-Seq2	ductal
